iter	Logloss
0	0.6135373105
1	0.5518321428
2	0.4904424079
3	0.4481142959
4	0.4057540899
5	0.3651203499
6	0.3291027369
7	0.3003515768
8	0.2756993462
9	0.2546224098
10	0.2360453607
11	0.2193839075
12	0.2050163367
13	0.1903417204
14	0.1790561082
15	0.1689716468
16	0.1600220239
17	0.1520624578
18	0.1439164318
19	0.137854367
20	0.1315123884
21	0.1258674837
22	0.1210880175
23	0.1168086349
24	0.112993751
25	0.1095979825
26	0.1064994024
27	0.1036512992
28	0.1010280948
29	0.09859515296
30	0.09657090142
31	0.09475315771
32	0.09305393732
33	0.09127852138
34	0.08988003251
35	0.08816539112
36	0.08693907965
37	0.08569654225
38	0.08469404458
39	0.08367511455
40	0.08291642221
41	0.08226464809
42	0.08155963287
43	0.08085989027
44	0.08023679026
45	0.07970396009
46	0.07923206352
47	0.07900020594
48	0.07848022139
49	0.07801290111
50	0.07760877474
51	0.07722882545
52	0.07691402861
53	0.07659337106
54	0.07634158015
55	0.07597969151
56	0.07561979261
57	0.07524278346
58	0.07499320022
59	0.07479159566
60	0.07465307359
61	0.07446069047
62	0.07422331205
63	0.07403054429
64	0.07389311405
65	0.07375822695
66	0.07356034322
67	0.07342106396
68	0.07331152563
69	0.07320156036
70	0.07308287344
71	0.07284303657
72	0.07275024717
73	0.07259640968
74	0.072484913
75	0.07238277858
76	0.07230916679
77	0.07215222851
78	0.07202071676
79	0.0719281517
80	0.07183930632
81	0.0717841238
82	0.07169720745
83	0.0716434982
84	0.07156733563
85	0.07149959294
86	0.07133665159
87	0.07127799885
88	0.07122601207
89	0.07115959179
90	0.07112203764
91	0.07104012548
92	0.07092930389
93	0.070876004
94	0.07084434933
95	0.07080383872
96	0.07071370724
97	0.07064861922
98	0.07059010999
99	0.07054083537
100	0.0704935557
101	0.0703324051
102	0.07028606033
103	0.07012748593
104	0.07008825899
105	0.06993720604
106	0.06983627662
107	0.06976286968
108	0.06972092103
109	0.06966098485
110	0.06959285321
111	0.06955332707
112	0.0694273436
113	0.06935946187
114	0.06925827528
115	0.06915660683
116	0.06911536049
117	0.0690337529
118	0.06900628169
119	0.06897722574
120	0.06892649759
121	0.06889048424
122	0.06887384279
123	0.06885280641
124	0.06881297259
125	0.06878171
126	0.06874911192
127	0.06871766807
128	0.06869125682
129	0.06862044291
130	0.06857487022
131	0.06855456548
132	0.06853270986
133	0.06850394234
134	0.06848405055
135	0.06844673947
136	0.06840210977
137	0.06836685367
138	0.06829448399
139	0.06825758266
140	0.0682339189
141	0.06819435201
142	0.06789790161
143	0.06786608689
144	0.0678241117
145	0.06779744274
146	0.0677534076
147	0.06773477561
148	0.06770397753
149	0.06767877775
150	0.06762864488
151	0.06760037273
152	0.06758454729
153	0.06754952449
154	0.06753115342
155	0.06749313098
156	0.06745933334
157	0.06740256867
158	0.0673847394
159	0.06735484844
160	0.06732236779
161	0.06730041498
162	0.06728108562
163	0.0672580277
164	0.06724212101
165	0.06721254507
166	0.06718688518
167	0.06716351669
168	0.06714110915
169	0.06712176773
170	0.06709257883
171	0.06706763343
172	0.06705293042
173	0.0670281951
174	0.06699843069
175	0.0669689553
176	0.06694612087
177	0.06693011486
178	0.06691473925
179	0.06688921408
180	0.06683519439
181	0.06681884816
182	0.06679389327
183	0.06677642815
184	0.0667575846
185	0.06673386632
186	0.06670427513
187	0.06666675625
188	0.06664223684
189	0.06662334823
190	0.06659298888
191	0.06657184129
192	0.06654754454
193	0.06652649498
194	0.06650434378
195	0.06649275944
196	0.06646103579
197	0.06644462996
198	0.06643362186
199	0.06641558133
200	0.06639324326
201	0.06638169139
202	0.06636971908
203	0.06635685626
204	0.06634667269
205	0.06633890945
206	0.06632446751
207	0.06630688397
208	0.06629780009
209	0.06627710208
210	0.06624953022
211	0.06623963791
212	0.06621586198
213	0.06619545437
214	0.06617615878
215	0.06614458326
216	0.06612589476
217	0.06610252588
218	0.06608970328
219	0.06608526194
220	0.06606451614
221	0.06603420943
222	0.06601489623
223	0.06600184487
224	0.0659935997
225	0.06597619389
226	0.06594003965
227	0.06593320867
228	0.06591497275
229	0.06590494195
230	0.06588487312
231	0.06586554952
232	0.06585359171
233	0.06584266466
234	0.06582869275
235	0.06582205769
236	0.06580986204
237	0.06578887675
238	0.06577369746
239	0.0657680636
240	0.06575803246
241	0.0657418534
242	0.06573072377
243	0.06571636025
244	0.06569696209
245	0.06567824255
246	0.06566598696
247	0.06565516165
248	0.06563469836
249	0.06563033809
250	0.06561637425
251	0.0655970286
252	0.06559072056
253	0.06557097774
254	0.0655468518
255	0.06553730018
256	0.06551324659
257	0.06550029231
258	0.06549574901
259	0.06547447091
260	0.06546304707
261	0.06545164917
262	0.06543546655
263	0.06542894275
264	0.06539481664
265	0.06538249104
266	0.06537186284
267	0.06536176545
268	0.06534380151
269	0.06533534387
270	0.06532033301
271	0.0653058011
272	0.0652927019
273	0.06528790506
274	0.06527257815
275	0.06525921728
276	0.06525029289
277	0.0652286875
278	0.06522470477
279	0.06521860702
280	0.06521089757
281	0.06519971422
282	0.06519076128
283	0.06517532271
284	0.06516685179
285	0.06515754673
286	0.06514352002
287	0.06513304105
288	0.06511517195
289	0.06510865404
290	0.06510572185
291	0.06509722097
292	0.06509192205
293	0.06508515841
294	0.06507357306
295	0.06506502361
296	0.06505673089
297	0.06504153164
298	0.06501701109
299	0.06501026
300	0.06499730865
301	0.06498009561
302	0.06497045387
303	0.06495901091
304	0.06494998867
305	0.06493677661
306	0.06492402487
307	0.06491329427
308	0.06490446952
309	0.06489331168
310	0.06488138087
311	0.06487272134
312	0.06485992983
313	0.06483328829
314	0.06482169435
315	0.06481679046
316	0.06481109746
317	0.06479388112
318	0.06477884594
319	0.06476541289
320	0.06476156574
321	0.06475150051
322	0.06474706744
323	0.06473165065
324	0.06472541152
325	0.06471751146
326	0.06470816571
327	0.06469699214
328	0.06467327402
329	0.06465668992
330	0.06465079003
331	0.0646371694
332	0.06461672918
333	0.06461300016
334	0.0645982762
335	0.06459248396
336	0.06457728696
337	0.0645639765
338	0.06456005502
339	0.06455683532
340	0.06454908057
341	0.06454347154
342	0.06453509779
343	0.06452508626
344	0.06450749674
345	0.064503621
346	0.06449045824
347	0.06448608957
348	0.06447221548
349	0.06446447588
350	0.0644540438
351	0.06444227738
352	0.06443526602
353	0.06443190519
354	0.06442863479
355	0.06441629544
356	0.0644095821
357	0.06440129292
358	0.06439122905
359	0.06438483938
360	0.06437853184
361	0.06436615069
362	0.06436086465
363	0.06435303719
364	0.06434622482
365	0.0643372077
366	0.064320896
367	0.0643148436
368	0.0642919816
369	0.06428690886
370	0.06428371095
371	0.06427625156
372	0.06426975521
373	0.06426737474
374	0.06425809354
375	0.06424775617
376	0.064236767
377	0.06423335853
378	0.06422916795
379	0.06422684002
380	0.06421182137
381	0.06420840377
382	0.06419736204
383	0.06418925975
384	0.06418388208
385	0.06416315674
386	0.06415646132
387	0.06413308501
388	0.06412429233
389	0.06412028023
390	0.06410809139
391	0.0640998431
392	0.06408505487
393	0.06407734552
394	0.06407141009
395	0.06406463233
396	0.06406049087
397	0.0640538542
398	0.06404789845
399	0.0640407297
400	0.06403405158
401	0.06403159794
402	0.06402878218
403	0.06401315312
404	0.06400360134
405	0.06400083142
406	0.06398847193
407	0.06398523628
408	0.06398085062
409	0.06397813069
410	0.0639713103
411	0.06396099298
412	0.06392535545
413	0.06391545619
414	0.06390992772
415	0.06390710332
416	0.06390411637
417	0.06390192781
418	0.06389286388
419	0.06388796234
420	0.06388468713
421	0.06387935659
422	0.06387701784
423	0.06387401375
424	0.06386952267
425	0.06386256353
426	0.06385845505
427	0.06384525956
428	0.06383850832
429	0.06383683909
430	0.0638269935
431	0.0638097009
432	0.06380576437
433	0.06380433733
434	0.06380172326
435	0.06380049243
436	0.0637937704
437	0.06378890082
438	0.06378288268
439	0.06377294539
440	0.06376421437
441	0.06376060222
442	0.06375196177
443	0.0637468596
444	0.06373724909
445	0.06372851075
446	0.06372483018
447	0.06371899424
448	0.06371652275
449	0.06370469686
450	0.06369499766
451	0.0636926759
452	0.06369105202
453	0.06368470994
454	0.06368043005
455	0.06367934426
456	0.06367620789
457	0.06367250581
458	0.06366527016
459	0.06366260059
460	0.06365210436
461	0.06364072484
462	0.06363736422
463	0.06362991965
464	0.06362521759
465	0.06362110734
466	0.0636160271
467	0.06360442338
468	0.06359696821
469	0.06359141835
470	0.06358816668
471	0.06357164876
472	0.06357021455
473	0.06356749097
474	0.06356114047
475	0.06355713197
476	0.06355231711
477	0.06354787318
